route,date,daytype,rides,day,WD_WE_LW
4,05/05/2017,W,21579,Friday,WD
3,05/05/2017,W,17801,Friday,WD
4,05/06/2017,A,13507,Saturday,WE
3,05/06/2017,A,11830,Saturday,WE
4,05/07/2017,U,10012,Sunday,WE
3,05/07/2017,U,8852,Sunday,WE
3,05/08/2017,W,18170,Monday,WD
4,05/08/2017,W,20679,Monday,WD
4,05/09/2017,W,19638,Tuesday,WD
3,05/09/2017,W,17780,Tuesday,WD
4,05/10/2017,W,20206,Wednesday,WD
3,05/10/2017,W,17882,Wednesday,WD
4,05/11/2017,W,21115,Thursday,WD
3,05/11/2017,W,18258,Thursday,WD
3,05/12/2017,W,18227,Friday,WD
4,05/12/2017,W,21009,Friday,WD
4,05/13/2017,A,13932,Saturday,WE
3,05/13/2017,A,11525,Saturday,WE
3,05/14/2017,U,8204,Sunday,WE
4,05/14/2017,U,9884,Sunday,WE
4,05/15/2017,W,19592,Monday,WD
3,05/15/2017,W,16904,Monday,WD
4,05/16/2017,W,20478,Tuesday,WD
3,05/16/2017,W,17978,Tuesday,WD
3,05/17/2017,W,18003,Wednesday,WD
4,05/17/2017,W,20346,Wednesday,WD
4,05/18/2017,W,19403,Thursday,WD
3,05/18/2017,W,18053,Thursday,WD
4,05/19/2017,W,18529,Friday,WD
3,05/19/2017,W,15601,Friday,WD
4,05/20/2017,A,12127,Saturday,WE
3,05/20/2017,A,10442,Saturday,WE
3,05/21/2017,U,8365,Sunday,WE
4,05/21/2017,U,9871,Sunday,WE
3,05/22/2017,W,17583,Monday,WD
4,05/22/2017,W,19985,Monday,WD
3,05/23/2017,W,16609,Tuesday,WD
4,05/23/2017,W,18424,Tuesday,WD
4,05/24/2017,W,19325,Wednesday,WD
3,05/24/2017,W,17830,Wednesday,WD
3,05/25/2017,W,17398,Thursday,WD
4,05/25/2017,W,20677,Thursday,WD
4,05/26/2017,W,19680,Friday,WD
3,05/26/2017,W,16592,Friday,WD
4,05/27/2017,A,14070,Saturday,LW
3,05/27/2017,A,12131,Saturday,LW
4,05/28/2017,U,9862,Sunday,LW
3,05/28/2017,U,8820,Sunday,LW
4,05/29/2017,U,10104,Monday,LW
3,05/29/2017,U,8690,Monday,LW
3,05/30/2017,W,16691,Tuesday,WD
4,05/30/2017,W,19862,Tuesday,WD
4,05/31/2017,W,20365,Wednesday,WD
3,05/31/2017,W,17902,Wednesday,WD
4,06/01/2017,W,22730,Thursday,WD
3,06/01/2017,W,18685,Thursday,WD
3,06/02/2017,W,18754,Friday,WD
4,06/02/2017,W,22904,Friday,WD
3,06/03/2017,A,12898,Saturday,WE
4,06/03/2017,A,14751,Saturday,WE
3,06/04/2017,U,9343,Sunday,WE
4,06/04/2017,U,11377,Sunday,WE
4,06/05/2017,W,21266,Monday,WD
3,06/05/2017,W,17996,Monday,WD
3,06/06/2017,W,17791,Tuesday,WD
4,06/06/2017,W,21642,Tuesday,WD
3,06/07/2017,W,17635,Wednesday,WD
4,06/07/2017,W,20733,Wednesday,WD
3,06/08/2017,W,17392,Thursday,WD
4,06/08/2017,W,20143,Thursday,WD
3,06/09/2017,W,18379,Friday,WD
4,06/09/2017,W,21226,Friday,WD
4,06/10/2017,A,15254,Saturday,WE
3,06/10/2017,A,13642,Saturday,WE
4,06/11/2017,U,11063,Sunday,WE
3,06/11/2017,U,10340,Sunday,WE
4,06/12/2017,W,19861,Monday,WD
3,06/12/2017,W,16956,Monday,WD
4,06/13/2017,W,19263,Tuesday,WD
3,06/13/2017,W,17011,Tuesday,WD
4,06/14/2017,W,19015,Wednesday,WD
3,06/14/2017,W,15972,Wednesday,WD
3,06/15/2017,W,18251,Thursday,WD
4,06/15/2017,W,19472,Thursday,WD
4,06/16/2017,W,19109,Friday,WD
3,06/16/2017,W,16563,Friday,WD
4,06/17/2017,A,13380,Saturday,WE
3,06/17/2017,A,11671,Saturday,WE
3,06/18/2017,U,9110,Sunday,WE
4,06/18/2017,U,10635,Sunday,WE
4,06/19/2017,W,18183,Monday,WD
3,06/19/2017,W,16057,Monday,WD
3,06/20/2017,W,16388,Tuesday,WD
4,06/20/2017,W,18823,Tuesday,WD
3,06/21/2017,W,16370,Wednesday,WD
4,06/21/2017,W,18447,Wednesday,WD
3,06/22/2017,W,16587,Thursday,WD
4,06/22/2017,W,17474,Thursday,WD
4,06/23/2017,W,18076,Friday,WD
3,06/23/2017,W,16838,Friday,WD
3,06/24/2017,A,12303,Saturday,WE
4,06/24/2017,A,14698,Saturday,WE
4,06/25/2017,U,10614,Sunday,WE
3,06/25/2017,U,9931,Sunday,WE
3,06/26/2017,W,16387,Monday,WD
4,06/26/2017,W,18545,Monday,WD
4,06/27/2017,W,18575,Tuesday,WD
3,06/27/2017,W,16784,Tuesday,WD
4,06/28/2017,W,17133,Wednesday,WD
3,06/28/2017,W,14887,Wednesday,WD
3,06/29/2017,W,15980,Thursday,WD
4,06/29/2017,W,17747,Thursday,WD
3,06/30/2017,W,17003,Friday,WD
4,06/30/2017,W,20076,Friday,WD
3,07/01/2017,A,12677,Saturday,WE
4,07/01/2017,A,14982,Saturday,WE
3,07/02/2017,U,9130,Sunday,WE
4,07/02/2017,U,11225,Sunday,WE
3,07/03/2017,W,14987,Monday,WD
4,07/03/2017,W,18493,Monday,WD
3,07/04/2017,U,9899,Tuesday,WE
4,07/04/2017,U,11761,Tuesday,WE
4,07/05/2017,W,18919,Wednesday,WD
3,07/05/2017,W,16337,Wednesday,WD
3,07/06/2017,W,16997,Thursday,WD
4,07/06/2017,W,18909,Thursday,WD
4,07/07/2017,W,19050,Friday,WD
3,07/07/2017,W,16755,Friday,WD
3,07/08/2017,A,13081,Saturday,WE
4,07/08/2017,A,14645,Saturday,WE
3,07/09/2017,U,10709,Sunday,WE
4,07/09/2017,U,11941,Sunday,WE
3,07/10/2017,W,15108,Monday,WD
4,07/10/2017,W,17342,Monday,WD
4,07/11/2017,W,18906,Tuesday,WD
3,07/11/2017,W,16367,Tuesday,WD
3,07/12/2017,W,14567,Wednesday,WD
4,07/12/2017,W,16792,Wednesday,WD
3,07/13/2017,W,16527,Thursday,WD
4,07/13/2017,W,18989,Thursday,WD
4,07/14/2017,W,19115,Friday,WD
3,07/14/2017,W,17368,Friday,WD
4,07/15/2017,A,14196,Saturday,WE
3,07/15/2017,A,11622,Saturday,WE
4,07/16/2017,U,9487,Sunday,WE
3,07/16/2017,U,7842,Sunday,WE
3,07/17/2017,W,16035,Monday,WD
4,07/17/2017,W,17930,Monday,WD
4,07/18/2017,W,18737,Tuesday,WD
3,07/18/2017,W,16757,Tuesday,WD
4,07/19/2017,W,18506,Wednesday,WD
3,07/19/2017,W,16948,Wednesday,WD
4,07/20/2017,W,17205,Thursday,WD
3,07/20/2017,W,14867,Thursday,WD
3,07/21/2017,W,16174,Friday,WD
4,07/21/2017,W,18145,Friday,WD
4,07/22/2017,A,13368,Saturday,WE
3,07/22/2017,A,11623,Saturday,WE
3,07/23/2017,U,8733,Sunday,WE
4,07/23/2017,U,9647,Sunday,WE
4,07/24/2017,W,18378,Monday,WD
3,07/24/2017,W,15657,Monday,WD
3,07/25/2017,W,16474,Tuesday,WD
4,07/25/2017,W,18819,Tuesday,WD
4,07/26/2017,W,19059,Wednesday,WD
3,07/26/2017,W,16748,Wednesday,WD
3,07/27/2017,W,17610,Thursday,WD
4,07/27/2017,W,18672,Thursday,WD
4,07/28/2017,W,18963,Friday,WD
3,07/28/2017,W,16283,Friday,WD
4,07/29/2017,A,13918,Saturday,WE
3,07/29/2017,A,11887,Saturday,WE
3,07/30/2017,U,8604,Sunday,WE
4,07/30/2017,U,10012,Sunday,WE
3,07/31/2017,W,15657,Monday,WD
4,07/31/2017,W,18165,Monday,WD
4,08/01/2017,W,19039,Tuesday,WD
3,08/01/2017,W,15489,Tuesday,WD
4,08/02/2017,W,18670,Wednesday,WD
3,08/02/2017,W,15862,Wednesday,WD
3,08/03/2017,W,15524,Thursday,WD
4,08/03/2017,W,19073,Thursday,WD
4,08/04/2017,W,18483,Friday,WD
3,08/04/2017,W,15067,Friday,WD
3,08/05/2017,A,10931,Saturday,WE
4,08/05/2017,A,13812,Saturday,WE
4,08/06/2017,U,10468,Sunday,WE
3,08/06/2017,U,7806,Sunday,WE
3,08/07/2017,W,15911,Monday,WD
4,08/07/2017,W,17083,Monday,WD
4,08/08/2017,W,18538,Tuesday,WD
3,08/08/2017,W,16289,Tuesday,WD
3,08/09/2017,W,16339,Wednesday,WD
4,08/09/2017,W,18190,Wednesday,WD
4,08/10/2017,W,17744,Thursday,WD
3,08/10/2017,W,15955,Thursday,WD
3,08/11/2017,W,16263,Friday,WD
4,08/11/2017,W,18143,Friday,WD
3,08/12/2017,A,11450,Saturday,WE
4,08/12/2017,A,14494,Saturday,WE
3,08/13/2017,U,8749,Sunday,WE
4,08/13/2017,U,10256,Sunday,WE
4,08/14/2017,W,17967,Monday,WD
3,08/14/2017,W,15164,Monday,WD
3,08/15/2017,W,16307,Tuesday,WD
4,08/15/2017,W,18383,Tuesday,WD
3,08/16/2017,W,15380,Wednesday,WD
4,08/16/2017,W,17807,Wednesday,WD
4,08/17/2017,W,17283,Thursday,WD
3,08/17/2017,W,15410,Thursday,WD
3,08/18/2017,W,16108,Friday,WD
4,08/18/2017,W,18851,Friday,WD
4,08/19/2017,A,13952,Saturday,WE
3,08/19/2017,A,12026,Saturday,WE
3,08/20/2017,U,8894,Sunday,WE
4,08/20/2017,U,10308,Sunday,WE
3,08/21/2017,W,15160,Monday,WD
4,08/21/2017,W,17392,Monday,WD
4,08/22/2017,W,17669,Tuesday,WD
3,08/22/2017,W,15915,Tuesday,WD
4,08/23/2017,W,18108,Wednesday,WD
3,08/23/2017,W,15809,Wednesday,WD
3,08/24/2017,W,15727,Thursday,WD
4,08/24/2017,W,17706,Thursday,WD
4,08/25/2017,W,18109,Friday,WD
3,08/25/2017,W,15909,Friday,WD
3,08/26/2017,A,11265,Saturday,WE
4,08/26/2017,A,12979,Saturday,WE
3,08/27/2017,U,7944,Sunday,WE
4,08/27/2017,U,9602,Sunday,WE
4,08/28/2017,W,18176,Monday,WD
3,08/28/2017,W,15001,Monday,WD
4,08/29/2017,W,18785,Tuesday,WD
3,08/29/2017,W,16140,Tuesday,WD
3,08/30/2017,W,16612,Wednesday,WD
4,08/30/2017,W,18827,Wednesday,WD
4,08/31/2017,W,18627,Thursday,WD
3,08/31/2017,W,16370,Thursday,WD
3,09/01/2017,W,18000,Friday,WD
4,09/01/2017,W,22484,Friday,WD
4,09/02/2017,A,14782,Saturday,LW
3,09/02/2017,A,12364,Saturday,LW
4,09/03/2017,U,11731,Sunday,LW
3,09/03/2017,U,11031,Sunday,LW
3,09/04/2017,U,9033,Monday,LW
4,09/04/2017,U,10855,Monday,LW
4,09/05/2017,W,22508,Tuesday,WD
3,09/05/2017,W,18700,Tuesday,WD
3,09/06/2017,W,15074,Wednesday,WD
4,09/06/2017,W,17973,Wednesday,WD
3,09/07/2017,W,18057,Thursday,WD
4,09/07/2017,W,21089,Thursday,WD
4,09/08/2017,W,20824,Friday,WD
3,09/08/2017,W,17881,Friday,WD
3,09/09/2017,A,11253,Saturday,WE
4,09/09/2017,A,13780,Saturday,WE
3,09/10/2017,U,9035,Sunday,WE
4,09/10/2017,U,10256,Sunday,WE
3,09/11/2017,W,18728,Monday,WD
4,09/11/2017,W,21093,Monday,WD
4,09/12/2017,W,21149,Tuesday,WD
3,09/12/2017,W,18664,Tuesday,WD
4,09/13/2017,W,21083,Wednesday,WD
3,09/13/2017,W,18528,Wednesday,WD
3,09/14/2017,W,18085,Thursday,WD
4,09/14/2017,W,21290,Thursday,WD
3,09/15/2017,W,18453,Friday,WD
4,09/15/2017,W,21142,Friday,WD
3,09/16/2017,A,12160,Saturday,WE
4,09/16/2017,A,13796,Saturday,WE
4,09/17/2017,U,10237,Sunday,WE
3,09/17/2017,U,8840,Sunday,WE
3,09/18/2017,W,18763,Monday,WD
4,09/18/2017,W,21267,Monday,WD
3,09/19/2017,W,18129,Tuesday,WD
4,09/19/2017,W,20482,Tuesday,WD
3,09/20/2017,W,18627,Wednesday,WD
4,09/20/2017,W,21270,Wednesday,WD
4,09/21/2017,W,20367,Thursday,WD
3,09/21/2017,W,17827,Thursday,WD
4,09/22/2017,W,20919,Friday,WD
3,09/22/2017,W,18271,Friday,WD
3,09/23/2017,A,11951,Saturday,WE
4,09/23/2017,A,13815,Saturday,WE
3,09/24/2017,U,8760,Sunday,WE
4,09/24/2017,U,10383,Sunday,WE
4,09/25/2017,W,21549,Monday,WD
3,09/25/2017,W,17463,Monday,WD
3,09/26/2017,W,18578,Tuesday,WD
4,09/26/2017,W,21576,Tuesday,WD
3,09/27/2017,W,18409,Wednesday,WD
4,09/27/2017,W,21494,Wednesday,WD
3,09/28/2017,W,18487,Thursday,WD
4,09/28/2017,W,21953,Thursday,WD
3,09/29/2017,W,19509,Friday,WD
4,09/29/2017,W,22324,Friday,WD
4,09/30/2017,A,14318,Saturday,WE
3,09/30/2017,A,12277,Saturday,WE
3,10/01/2017,U,8969,Sunday,WE
4,10/01/2017,U,10469,Sunday,WE
4,10/02/2017,W,22500,Monday,WD
3,10/02/2017,W,18804,Monday,WD
3,10/03/2017,W,19647,Tuesday,WD
4,10/03/2017,W,23275,Tuesday,WD
3,10/04/2017,W,18599,Wednesday,WD
4,10/04/2017,W,22000,Wednesday,WD
4,10/05/2017,W,21597,Thursday,WD
3,10/05/2017,W,18987,Thursday,WD
4,10/06/2017,W,19704,Friday,WD
3,10/06/2017,W,20343,Friday,WD
4,10/07/2017,A,12802,Saturday,LW
3,10/07/2017,A,13704,Saturday,LW
3,10/08/2017,U,7709,Sunday,LW
4,10/08/2017,U,9330,Sunday,LW
3,10/09/2017,W,15449,Monday,LW
4,10/09/2017,W,16910,Monday,LW
4,10/10/2017,W,21003,Tuesday,WD
3,10/10/2017,W,18295,Tuesday,WD
4,10/11/2017,W,20477,Wednesday,WD
3,10/11/2017,W,17941,Wednesday,WD
3,10/12/2017,W,18835,Thursday,WD
4,10/12/2017,W,21055,Thursday,WD
3,10/13/2017,W,19323,Friday,WD
4,10/13/2017,W,21255,Friday,WD
4,10/14/2017,A,10023,Saturday,WE
3,10/14/2017,A,8874,Saturday,WE
3,10/15/2017,U,8548,Sunday,WE
4,10/15/2017,U,9898,Sunday,WE
3,10/16/2017,W,18307,Monday,WD
4,10/16/2017,W,21085,Monday,WD
3,10/17/2017,W,18648,Tuesday,WD
4,10/17/2017,W,21440,Tuesday,WD
4,10/18/2017,W,21481,Wednesday,WD
3,10/18/2017,W,18494,Wednesday,WD
3,10/19/2017,W,18222,Thursday,WD
4,10/19/2017,W,21588,Thursday,WD
4,10/20/2017,W,20413,Friday,WD
3,10/20/2017,W,18820,Friday,WD
4,10/21/2017,A,13990,Saturday,WE
3,10/21/2017,A,12776,Saturday,WE
4,10/22/2017,U,9061,Sunday,WE
3,10/22/2017,U,7487,Sunday,WE
4,10/23/2017,W,19619,Monday,WD
3,10/23/2017,W,16671,Monday,WD
4,10/24/2017,W,18253,Tuesday,WD
3,10/24/2017,W,17015,Tuesday,WD
4,10/25/2017,W,21126,Wednesday,WD
3,10/25/2017,W,18436,Wednesday,WD
3,10/26/2017,W,18216,Thursday,WD
4,10/26/2017,W,21408,Thursday,WD
4,10/27/2017,W,20517,Friday,WD
3,10/27/2017,W,18278,Friday,WD
4,10/28/2017,A,12810,Saturday,WE
3,10/28/2017,A,11651,Saturday,WE
4,10/29/2017,U,9519,Sunday,WE
3,10/29/2017,U,7662,Sunday,WE
3,10/30/2017,W,17387,Monday,WD
4,10/30/2017,W,20528,Monday,WD
4,10/31/2017,W,19891,Tuesday,WD
3,10/31/2017,W,17215,Tuesday,WD
3,11/01/2017,W,18254,Wednesday,WD
4,11/01/2017,W,22314,Wednesday,WD
4,11/02/2017,W,21451,Thursday,WD
3,11/02/2017,W,18057,Thursday,WD
4,11/03/2017,W,21095,Friday,WD
3,11/03/2017,W,17012,Friday,WD
4,11/04/2017,A,12151,Saturday,WE
3,11/04/2017,A,10611,Saturday,WE
4,11/05/2017,U,9939,Sunday,WE
3,11/05/2017,U,8655,Sunday,WE
3,11/06/2017,W,18817,Monday,WD
4,11/06/2017,W,21614,Monday,WD
3,11/07/2017,W,18391,Tuesday,WD
4,11/07/2017,W,21612,Tuesday,WD
4,11/08/2017,W,21191,Wednesday,WD
3,11/08/2017,W,18213,Wednesday,WD
3,11/09/2017,W,18004,Thursday,WD
4,11/09/2017,W,20998,Thursday,WD
3,11/10/2017,W,15275,Friday,LW
4,11/10/2017,W,17442,Friday,LW
3,11/11/2017,A,11255,Saturday,LW
4,11/11/2017,A,12364,Saturday,LW
4,11/12/2017,U,8888,Sunday,LW
3,11/12/2017,U,7965,Sunday,LW
4,11/13/2017,W,20811,Monday,WD
3,11/13/2017,W,17368,Monday,WD
4,11/14/2017,W,20803,Tuesday,WD
3,11/14/2017,W,17964,Tuesday,WD
4,11/15/2017,W,19284,Wednesday,WD
3,11/15/2017,W,16609,Wednesday,WD
3,11/16/2017,W,17455,Thursday,WD
4,11/16/2017,W,20789,Thursday,WD
3,11/17/2017,W,16504,Friday,WD
4,11/17/2017,W,20195,Friday,WD
4,11/18/2017,A,11813,Saturday,WE
3,11/18/2017,A,9185,Saturday,WE
4,11/19/2017,U,9365,Sunday,WE
3,11/19/2017,U,8016,Sunday,WE
4,11/20/2017,W,20568,Monday,WD
3,11/20/2017,W,17067,Monday,WD
4,11/21/2017,W,20151,Tuesday,WD
3,11/21/2017,W,16723,Tuesday,WD
4,11/22/2017,W,16341,Wednesday,WD
3,11/22/2017,W,14324,Wednesday,WD
3,11/23/2017,U,6589,Thursday,WE
4,11/23/2017,U,7660,Thursday,WE
3,11/24/2017,W,11807,Friday,WD
4,11/24/2017,W,12494,Friday,WD
4,11/25/2017,A,11279,Saturday,WE
3,11/25/2017,A,9757,Saturday,WE
3,11/26/2017,U,7754,Sunday,WE
4,11/26/2017,U,8894,Sunday,WE
3,11/27/2017,W,17478,Monday,WD
4,11/27/2017,W,20749,Monday,WD
4,11/28/2017,W,20598,Tuesday,WD
3,11/28/2017,W,17685,Tuesday,WD
3,11/29/2017,W,17486,Wednesday,WD
4,11/29/2017,W,21361,Wednesday,WD
3,11/30/2017,W,17776,Thursday,WD
4,11/30/2017,W,20554,Thursday,WD
3,12/01/2017,W,18681,Friday,WD
4,12/01/2017,W,23358,Friday,WD
3,12/02/2017,A,11714,Saturday,WE
4,12/02/2017,A,14597,Saturday,WE
4,12/03/2017,U,10282,Sunday,WE
3,12/03/2017,U,8471,Sunday,WE
3,12/04/2017,W,17318,Monday,WD
4,12/04/2017,W,21994,Monday,WD
4,12/05/2017,W,19772,Tuesday,WD
3,12/05/2017,W,15590,Tuesday,WD
4,12/06/2017,W,20682,Wednesday,WD
3,12/06/2017,W,16623,Wednesday,WD
3,12/07/2017,W,16468,Thursday,WD
4,12/07/2017,W,19630,Thursday,WD
3,12/08/2017,W,16978,Friday,WD
4,12/08/2017,W,19899,Friday,WD
3,12/09/2017,A,9899,Saturday,WE
4,12/09/2017,A,11983,Saturday,WE
3,12/10/2017,U,7700,Sunday,WE
4,12/10/2017,U,8644,Sunday,WE
3,12/11/2017,W,16138,Monday,WD
4,12/11/2017,W,20339,Monday,WD
4,12/12/2017,W,18845,Tuesday,WD
3,12/12/2017,W,15752,Tuesday,WD
3,12/13/2017,W,16201,Wednesday,WD
4,12/13/2017,W,19583,Wednesday,WD
4,12/14/2017,W,19722,Thursday,WD
3,12/14/2017,W,16107,Thursday,WD
4,12/15/2017,W,19480,Friday,WD
3,12/15/2017,W,16156,Friday,WD
3,12/16/2017,A,11209,Saturday,WE
4,12/16/2017,A,12941,Saturday,WE
3,12/17/2017,U,7425,Sunday,WE
4,12/17/2017,U,9455,Sunday,WE
4,12/18/2017,W,20021,Monday,WD
3,12/18/2017,W,15403,Monday,WD
4,12/19/2017,W,20401,Tuesday,WD
3,12/19/2017,W,16744,Tuesday,WD
3,12/20/2017,W,16684,Wednesday,WD
4,12/20/2017,W,19848,Wednesday,WD
4,12/21/2017,W,19105,Thursday,WD
3,12/21/2017,W,16460,Thursday,WD
4,12/22/2017,W,19253,Friday,WD
3,12/22/2017,W,15337,Friday,WD
4,12/23/2017,A,12458,Saturday,LW
3,12/23/2017,A,10084,Saturday,LW
3,12/24/2017,U,6561,Sunday,LW
4,12/24/2017,U,8247,Sunday,LW
3,12/25/2017,U,3993,Monday,LW
4,12/25/2017,U,5489,Monday,LW
3,12/26/2017,W,8618,Tuesday,WD
4,12/26/2017,W,10337,Tuesday,WD
4,12/27/2017,W,11793,Wednesday,WD
3,12/27/2017,W,9874,Wednesday,WD
4,12/28/2017,W,12872,Thursday,WD
3,12/28/2017,W,10890,Thursday,WD
4,12/29/2017,W,15303,Friday,WD
3,12/29/2017,W,11488,Friday,WD
4,12/30/2017,A,8631,Saturday,WE
3,12/30/2017,A,6634,Saturday,WE
3,12/31/2017,U,5870,Sunday,WE
4,12/31/2017,U,8170,Sunday,WE
